wavenumber_cm-1,实验：SDBS 粉末 Raman,"参考理论：ORCA B3LYP/6-31+G(d,p)",构型 1：Gaussian B3LYP/6-31G(d),构型 2：Gaussian B3LYP/6-31G(d),二聚体：Gaussian B3LYP/6-31G(d)
382.0,0.00000000,0.14299961,0.05560723,0.00686825,0.00009184
383.0,0.00000000,0.12355600,0.04632696,0.00576385,0.00013525
384.0,0.00076620,0.10530664,0.03810088,0.00505964,0.00019715
385.0,0.00167606,0.08854271,0.03095037,0.00470949,0.00028431
386.0,0.00258592,0.07345459,0.02485331,0.00467202,0.00040552
387.0,0.00349579,0.06013829,0.01975346,0.00491059,0.00057186
388.0,0.00383100,0.04860677,0.01557017,0.00539260,0.00079709
389.0,0.00383100,0.03880438,0.01220751,0.00608824,0.00109783
390.0,0.00383100,0.03062292,0.00956250,0.00696904,0.00149374
391.0,0.00383100,0.02391770,0.00753198,0.00800636,0.00200738
392.0,0.00344790,0.01852250,0.00601794,0.00917004,0.00266386
393.0,0.00253804,0.01426264,0.00493141,0.01042740,0.00349018
394.0,0.00162818,0.01096555,0.00419504,0.01174263,0.00451413
395.0,0.00071831,0.00846872,0.00374449,0.01307682,0.00576277
396.0,0.00000000,0.00662514,0.00352887,0.01438847,0.00726058
397.0,0.00000000,0.00530642,0.00351052,0.01563464,0.00902716
398.0,0.00000000,0.00440399,0.00366419,0.01677240,0.01107474
399.0,0.00000000,0.00382880,0.00397578,0.01776080,0.01340560
400.0,0.00000000,0.00350993,0.00444083,0.01856284,0.01600965
401.0,0.00090986,0.00339238,0.00506256,0.01914752,0.01886238
402.0,0.00181973,0.00343455,0.00584984,0.01949161,0.02192351
403.0,0.00272959,0.00360551,0.00681476,0.01958106,0.02513651
404.0,0.00363945,0.00388225,0.00797007,0.01941185,0.02842931
405.0,0.00454950,0.00424720,0.00932654,0.01899025,0.03171622
406.0,0.00545960,0.00468591,0.01089017,0.01833240,0.03490111
407.0,0.00636970,0.00518520,0.01265968,0.01746323,0.03788179
408.0,0.00727980,0.00573167,0.01462420,0.01641494,0.04055526
409.0,0.00818976,0.00631069,0.01676153,0.01522495,0.04282355
410.0,0.00909962,0.00690580,0.01903710,0.01393372,0.04459961
411.0,0.01000949,0.00749864,0.02140381,0.01258247,0.04581285
412.0,0.01091935,0.00806927,0.02380293,0.01121101,0.04641384
413.0,0.01484647,0.00859684,0.02616600,0.00985591,0.04637755
414.0,0.02394605,0.00906057,0.02841778,0.00854899,0.04570518
415.0,0.03304563,0.00944089,0.03048001,0.00731632,0.04442401
416.0,0.04214520,0.00972061,0.03227577,0.00617764,0.04258559
417.0,0.05124481,0.00988610,0.03373412,0.00514634,0.04026229
418.0,0.06034463,0.00992815,0.03479464,0.00422975,0.03754255
419.0,0.06944444,0.00984267,0.03541134,0.00342975,0.03452529
420.0,0.07854425,0.00963100,0.03555587,0.00274371,0.03131399
421.0,0.08764406,0.00929980,0.03521940,0.00216538,0.02801087
422.0,0.08381268,0.00886063,0.03441324,0.00168595,0.02471165
423.0,0.07926289,0.00832913,0.03316808,0.00129499,0.02150127
424.0,0.07471310,0.00772403,0.03153185,0.00098127,0.01845076
425.0,0.07016331,0.00706596,0.02956651,0.00073352,0.01561541
426.0,0.05957900,0.00637615,0.02734401,0.00054091,0.01303417
427.0,0.04683950,0.00567530,0.02494184,0.00039349,0.01073018
428.0,0.03410000,0.00498253,0.02243845,0.00028237,0.00871221
429.0,0.02136050,0.00431449,0.01990908,0.00019989,0.00697675
430.0,0.01436812,0.00368484,0.01742208,0.00013958,0.00551047
431.0,0.01254816,0.00310394,0.01503615,0.00009615,0.00429285
432.0,0.01072820,0.00257873,0.01279850,0.00006533,0.00329866
433.0,0.00890824,0.00211298,0.01074401,0.00004379,0.00250026
434.0,0.00737560,0.00170756,0.00889524,0.00002895,0.00186945
435.0,0.00646550,0.00136097,0.00726328,0.00001888,0.00137898
436.0,0.00555540,0.00106983,0.00584915,0.00001215,0.00100362
437.0,0.00464530,0.00082943,0.00464561,0.00000771,0.00072079
438.0,0.00383100,0.00063425,0.00363907,0.00000483,0.00051093
439.0,0.00383100,0.00047842,0.00281163,0.00000299,0.00035756
440.0,0.00383100,0.00035607,0.00214288,0.00000184,0.00024713
441.0,0.00383100,0.00026164,0.00161144,0.00000114,0.00016877
442.0,0.00383100,0.00019009,0.00119636,0.00000074,0.00011395
443.0,0.00383100,0.00013703,0.00087797,0.00000055,0.00007613
444.0,0.00383100,0.00009881,0.00063868,0.00000052,0.00005039
445.0,0.00383100,0.00007254,0.00046334,0.00000066,0.00003308
446.0,0.00383100,0.00005615,0.00033946,0.00000101,0.00002157
447.0,0.00320846,0.00004841,0.00025734,0.00000164,0.00001401
448.0,0.00229860,0.00004897,0.00021001,0.00000273,0.00000908
449.0,0.00138874,0.00005845,0.00019317,0.00000452,0.00000589
450.0,0.00047888,0.00007859,0.00020518,0.00000741,0.00000384
451.0,0.00000000,0.00011242,0.00024697,0.00001199,0.00000252
452.0,0.00000000,0.00016458,0.00032205,0.00001916,0.00000168
453.0,0.00000000,0.00024158,0.00043649,0.00003018,0.00000115
454.0,0.00000000,0.00035220,0.00059895,0.00004689,0.00000082
455.0,0.00000000,0.00050795,0.00082064,0.00007186,0.00000065
456.0,0.00000000,0.00072339,0.00111519,0.00010861,0.00000060
457.0,0.00000000,0.00101656,0.00149843,0.00016188,0.00000066
458.0,0.00000000,0.00140919,0.00198793,0.00023797,0.00000086
459.0,0.00000000,0.00192675,0.00260236,0.00034501,0.00000125
460.0,0.00000000,0.00259822,0.00336057,0.00049331,0.00000190
461.0,0.00000000,0.00345553,0.00428039,0.00069565,0.00000292
462.0,0.00000000,0.00453248,0.00537716,0.00096749,0.00000449
463.0,0.00000000,0.00586324,0.00666209,0.00132706,0.00000685
464.0,0.00000000,0.00748031,0.00814052,0.00179526,0.00001032
465.0,0.00000000,0.00941197,0.00981012,0.00239525,0.00001537
466.0,0.00000000,0.01167942,0.01165942,0.00315189,0.00002257
467.0,0.00000000,0.01429360,0.01366657,0.00409063,0.00003271
468.0,0.00000000,0.01725206,0.01579871,0.00523615,0.00004674
469.0,0.00000000,0.02053619,0.01801204,0.00661063,0.00006588
470.0,0.00000000,0.02410895,0.02025274,0.00823174,0.00009158
471.0,0.00000000,0.02791361,0.02245868,0.01011038,0.00012555
472.0,0.00000000,0.03187375,0.02456201,0.01224849,0.00016975
473.0,0.00000000,0.03589465,0.02649251,0.01463701,0.00022635
474.0,0.00000000,0.03986627,0.02818134,0.01725426,0.00029767
475.0,0.00000000,0.04366777,0.02956511,0.02006499,0.00038608
476.0,0.00000000,0.04717324,0.03058981,0.02302028,0.00049385
477.0,0.00000000,0.05025854,0.03121430,0.02605849,0.00062300
478.0,0.00000000,0.05280845,0.03141302,0.02910734,0.00077511
479.0,0.00000000,0.05472381,0.03117778,0.03208705,0.00095109
480.0,0.00000000,0.05592792,0.03051829,0.03491444,0.00115095
481.0,0.00000000,0.05637161,0.02946147,0.03750765,0.00137363
482.0,0.00000000,0.05603658,0.02804970,0.03979122,0.00161683
483.0,0.00000000,0.05493664,0.02633791,0.04170098,0.00187689
484.0,0.00000000,0.05311682,0.02439012,0.04318835,0.00214877
485.0,0.00000000,0.05065023,0.02227541,0.04422360,0.00242618
486.0,0.00000000,0.04763324,0.02006398,0.04479771,0.00270168
487.0,0.00000000,0.04417925,0.01782329,0.04492257,0.00296705
488.0,0.00000000,0.04041158,0.01561486,0.04462960,0.00321362
489.0,0.00000000,0.03645632,0.01349173,0.04396668,0.00343277
490.0,0.00000000,0.03243539,0.01149679,0.04299390,0.00361638
491.0,0.00000000,0.02846065,0.00966195,0.04177840,0.00375736
492.0,0.00000000,0.02462918,0.00800816,0.04038891,0.00385008
493.0,0.00000000,0.02102009,0.00654605,0.03889047,0.00389079
494.0,0.00000000,0.01769288,0.00527723,0.03733988,0.00387779
495.0,0.00000000,0.01468730,0.00419577,0.03578223,0.00381162
496.0,0.00000000,0.01202443,0.00329001,0.03424891,0.00369501
497.0,0.00014366,0.00970883,0.00254426,0.03275709,0.00353265
498.0,0.00105353,0.00773122,0.00194047,0.03131068,0.00333092
499.0,0.00196339,0.00607168,0.00145959,0.02990249,0.00309748
500.0,0.00287325,0.00470272,0.00108276,0.02851736,0.00284074
501.0,0.00378311,0.00359227,0.00079216,0.02713572,0.00256941
502.0,0.00383100,0.00270625,0.00057158,0.02573723,0.00229201
503.0,0.00383100,0.00201070,0.00040674,0.02430412,0.00201640
504.0,0.00383100,0.00147335,0.00028546,0.02282380,0.00174951
505.0,0.00383100,0.00106474,0.00019758,0.02129061,0.00149705
506.0,0.00383100,0.00075886,0.00013487,0.01970669,0.00126339
507.0,0.00383100,0.00053340,0.00009080,0.01808174,0.00105152
508.0,0.00383100,0.00036977,0.00006029,0.01643206,0.00086313
509.0,0.00383100,0.00025280,0.00003948,0.01477898,0.00069873
510.0,0.00335212,0.00017046,0.00002549,0.01314681,0.00055786
511.0,0.00244226,0.00011335,0.00001624,0.01156081,0.00043926
512.0,0.00153240,0.00007434,0.00001020,0.01004511,0.00034112
513.0,0.00062254,0.00004808,0.00000632,0.00862108,0.00026125
514.0,0.00000000,0.00003067,0.00000386,0.00730599,0.00019733
515.0,0.00000000,0.00001930,0.00000233,0.00611227,0.00014700
516.0,0.00000000,0.00001197,0.00000138,0.00504715,0.00010799
517.0,0.00000000,0.00000733,0.00000081,0.00411284,0.00007825
518.0,0.00000000,0.00000442,0.00000047,0.00330701,0.00005591
519.0,0.00000000,0.00000263,0.00000027,0.00262350,0.00003941
520.0,0.00000000,0.00000154,0.00000015,0.00205326,0.00002739
521.0,0.00000000,0.00000089,0.00000008,0.00158525,0.00001877
522.0,0.00000000,0.00000051,0.00000005,0.00120731,0.00001269
523.0,0.00000000,0.00000029,0.00000002,0.00090696,0.00000846
524.0,0.00000000,0.00000016,0.00000001,0.00067203,0.00000556
525.0,0.00000000,0.00000010,0.00000001,0.00049115,0.00000361
526.0,0.00000000,0.00000006,0.00000000,0.00035405,0.00000231
527.0,0.00000000,0.00000005,0.00000000,0.00025171,0.00000146
528.0,0.00000000,0.00000007,0.00000000,0.00017651,0.00000091
529.0,0.00000000,0.00000011,0.00000000,0.00012207,0.00000056
530.0,0.00000000,0.00000019,0.00000000,0.00008326,0.00000034
531.0,0.00000000,0.00000035,0.00000000,0.00005601,0.00000020
532.0,0.00000000,0.00000062,0.00000000,0.00003716,0.00000012
533.0,0.00000000,0.00000109,0.00000000,0.00002432,0.00000007
534.0,0.00000000,0.00000190,0.00000000,0.00001569,0.00000004
535.0,0.00000000,0.00000327,0.00000000,0.00000999,0.00000002
536.0,0.00000000,0.00000555,0.00000000,0.00000627,0.00000001
537.0,0.00000000,0.00000929,0.00000000,0.00000388,0.00000001
538.0,0.00000000,0.00001532,0.00000001,0.00000237,0.00000000
539.0,0.00000000,0.00002492,0.00000001,0.00000143,0.00000000
540.0,0.00000000,0.00003998,0.00000003,0.00000085,0.00000000
541.0,0.00000000,0.00006326,0.00000005,0.00000050,0.00000000
542.0,0.00000000,0.00009872,0.00000010,0.00000029,0.00000000
543.0,0.00000000,0.00015194,0.00000018,0.00000016,0.00000000
544.0,0.00000000,0.00023061,0.00000033,0.00000009,0.00000000
545.0,0.00000000,0.00034521,0.00000060,0.00000005,0.00000000
546.0,0.00000000,0.00050964,0.00000108,0.00000003,0.00000000
547.0,0.00000000,0.00074202,0.00000191,0.00000001,0.00000000
548.0,0.00000000,0.00106550,0.00000333,0.00000001,0.00000000
549.0,0.00000000,0.00150894,0.00000575,0.00000000,0.00000000
550.0,0.00000000,0.00210751,0.00000977,0.00000000,0.00000000
551.0,0.00000000,0.00290298,0.00001638,0.00000000,0.00000000
552.0,0.00000000,0.00394366,0.00002708,0.00000000,0.00000000
553.0,0.00000000,0.00528366,0.00004415,0.00000000,0.00000000
554.0,0.00000000,0.00698150,0.00007101,0.00000000,0.00000000
555.0,0.00000000,0.00909792,0.00011262,0.00000000,0.00000000
556.0,0.00000000,0.01169271,0.00017617,0.00000000,0.00000000
557.0,0.00000000,0.01482065,0.00027177,0.00000000,0.00000000
558.0,0.00000000,0.01852674,0.00041349,0.00000000,0.00000000
559.0,0.00000000,0.02284074,0.00062045,0.00000000,0.00000000
560.0,0.00000000,0.02777158,0.00091818,0.00000001,0.00000000
561.0,0.00000000,0.03330202,0.00134007,0.00000002,0.00000001
562.0,0.00000000,0.03938401,0.00192889,0.00000003,0.00000001
563.0,0.00000000,0.04593555,0.00273822,0.00000005,0.00000003
564.0,0.00000000,0.05283934,0.00383364,0.00000010,0.00000005
565.0,0.00000000,0.05994399,0.00529340,0.00000018,0.00000009
566.0,0.00000000,0.06706774,0.00720844,0.00000033,0.00000016
567.0,0.00000000,0.07400515,0.00968123,0.00000059,0.00000028
568.0,0.00000000,0.08053615,0.01282346,0.00000103,0.00000050
569.0,0.00000000,0.08643733,0.01675196,0.00000178,0.00000086
570.0,0.00000000,0.09149443,0.02158315,0.00000303,0.00000145
571.0,0.00000000,0.09551534,0.02742555,0.00000509,0.00000243
572.0,0.00000000,0.09834232,0.03437090,0.00000844,0.00000402
573.0,0.00000000,0.09986256,0.04248412,0.00001379,0.00000655
574.0,0.00000000,0.10001611,0.05179275,0.00002222,0.00001052
575.0,0.00000000,0.09880041,0.06227683,0.00003532,0.00001666
576.0,0.00000000,0.09627117,0.07386019,0.00005536,0.00002603
577.0,0.00000000,0.09253951,0.08640436,0.00008559,0.00004012
578.0,0.00000000,0.08776574,0.09970605,0.00013049,0.00006096
579.0,0.00000000,0.08215051,0.11349940,0.00019621,0.00009137
580.0,0.00000000,0.07592420,0.12746332,0.00029097,0.00013506
581.0,0.00000000,0.06933563,0.14123434,0.00042555,0.00019688
582.0,0.00000000,0.06264115,0.15442444,0.00061381,0.00028305
583.0,0.00000000,0.05609507,0.16664305,0.00087318,0.00040134
584.0,0.00000000,0.04994198,0.17752156,0.00122504,0.00056123
585.0,0.00000000,0.04441146,0.18673857,0.00169503,0.00077401
586.0,0.00000000,0.03971522,0.19404347,0.00231305,0.00105276
587.0,0.00000000,0.03604619,0.19927628,0.00311297,0.00141220
588.0,0.00000000,0.03357919,0.20238141,0.00413186,0.00186827
589.0,0.00000000,0.03247209,0.20341398,0.00540878,0.00243760
590.0,0.00000000,0.03286687,0.20253752,0.00698291,0.00313664
591.0,0.00000000,0.03488938,0.20001288,0.00889113,0.00398059
592.0,0.00000000,0.03864731,0.19617919,0.01116512,0.00498206
593.0,0.00000000,0.04422573,0.19142809,0.01382792,0.00614964
594.0,0.00000000,0.05168023,0.18617359,0.01689038,0.00748635
595.0,0.00000000,0.06102777,0.18082012,0.02034763,0.00898814
596.0,0.00000000,0.07223618,0.17573156,0.02417595,0.01064263
597.0,0.00000000,0.08521314,0.17120406,0.02833042,0.01242818
598.0,0.00000000,0.09979628,0.16744500,0.03274368,0.01431349
599.0,0.00000000,0.11574574,0.16455981,0.03732625,0.01625784
600.0,0.00000000,0.13274084,0.16254780,0.04196839,0.01821208
601.0,0.00000000,0.15038211,0.16130705,0.04654392,0.02012036
602.0,0.00000000,0.16819956,0.16064766,0.05091558,0.02192256
603.0,0.00000000,0.18566758,0.16031203,0.05494195,0.02355734
604.0,0.00000000,0.20222611,0.16000003,0.05848527,0.02496552
605.0,0.00000000,0.21730698,0.15939659,0.06141970,0.02609363
606.0,0.00000000,0.23036365,0.15819938,0.06363930,0.02689726
607.0,0.00186778,0.24090227,0.15614392,0.06506499,0.02734394
608.0,0.00459760,0.24851128,0.15302416,0.06564986,0.02741535
609.0,0.00732743,0.25288706,0.14870713,0.06538237,0.02710856
610.0,0.01005725,0.25385332,0.14314054,0.06428703,0.02643623
611.0,0.02140783,0.25137234,0.13635343,0.06242253,0.02542571
612.0,0.04233705,0.24554700,0.12845018,0.05987744,0.02411729
613.0,0.06326626,0.23661346,0.11959903,0.05676401,0.02256144
614.0,0.08419548,0.22492502,0.11001667,0.05321043,0.02081567
615.0,0.10608250,0.21092892,0.09995039,0.04935246,0.01894099
616.0,0.13065140,0.19513783,0.08965979,0.04532513,0.01699845
617.0,0.15522031,0.17809891,0.07939946,0.04125504,0.01504597
618.0,0.17978921,0.16036269,0.06940405,0.03725409,0.01313561
619.0,0.20124506,0.14245444,0.05987657,0.03341485,0.01131159
620.0,0.16666649,0.12484979,0.05098052,0.02980793,0.00960904
621.0,0.13208792,0.10795629,0.04283584,0.02648122,0.00805347
622.0,0.09750935,0.09210129,0.03551848,0.02346089,0.00666095
623.0,0.06293078,0.07752665,0.02906295,0.02075385,0.00543882
624.0,0.04674300,0.06438933,0.02346727,0.01835123,0.00438685
625.0,0.03400350,0.05276732,0.01869932,0.01623234,0.00349868
626.0,0.02126400,0.04266927,0.01470400,0.01436884,0.00276329
627.0,0.00852450,0.03404676,0.01141037,0.01272860,0.00216651
628.0,0.00325635,0.02680761,0.00873834,0.01127900,0.00169234
629.0,0.00234649,0.02082927,0.00660442,0.00998951,0.00132414
630.0,0.00143662,0.01597114,0.00492641,0.00883344,0.00104550
631.0,0.00052676,0.01208525,0.00362685,0.00778891,0.00084090
632.0,0.00000000,0.00902498,0.00263541,0.00683906,0.00069617
633.0,0.00000000,0.00665151,0.00189018,0.00597177,0.00059870
634.0,0.00000000,0.00483827,0.00133818,0.00517897,0.00053753
635.0,0.00000000,0.00347351,0.00093520,0.00445564,0.00050332
636.0,0.00000000,0.00246133,0.00064522,0.00379892,0.00048823
637.0,0.00000000,0.00172149,0.00043954,0.00320709,0.00048579
638.0,0.00000000,0.00118847,0.00029575,0.00267881,0.00049076
639.0,0.00000000,0.00080990,0.00019673,0.00221257,0.00049895
640.0,0.00000000,0.00054482,0.00012963,0.00180623,0.00050711
641.0,0.00000000,0.00036181,0.00008507,0.00145691,0.00051281
642.0,0.00000000,0.00023721,0.00005632,0.00116094,0.00051433
643.0,0.00000000,0.00015356,0.00003873,0.00091399,0.00051059
644.0,0.00000000,0.00009819,0.00002926,0.00071124,0.00050106
645.0,0.00000000,0.00006207,0.00002611,0.00054765,0.00048567
646.0,0.00000000,0.00003887,0.00002852,0.00041816,0.00046477
647.0,0.00000000,0.00002424,0.00003656,0.00031790,0.00043902
648.0,0.00000000,0.00001524,0.00005117,0.00024240,0.00040932
649.0,0.00000000,0.00000993,0.00007406,0.00018768,0.00037672
650.0,0.00000000,0.00000708,0.00010786,0.00015032,0.00034234
651.0,0.00000000,0.00000591,0.00015620,0.00012750,0.00030733
652.0,0.00000000,0.00000601,0.00022380,0.00011697,0.00027274
653.0,0.00067051,0.00000717,0.00031665,0.00011702,0.00023952
654.0,0.00249048,0.00000935,0.00044207,0.00012640,0.00020850
655.0,0.00431044,0.00001265,0.00060877,0.00014427,0.00018030
656.0,0.00613040,0.00001724,0.00082687,0.00017008,0.00015537
657.0,0.00780666,0.00002338,0.00110768,0.00020355,0.00013400
658.0,0.00871653,0.00003137,0.00146343,0.00024460,0.00011631
659.0,0.00962639,0.00004159,0.00190684,0.00029334,0.00010229
660.0,0.01053625,0.00005442,0.00245040,0.00035004,0.00009184
661.0,0.01144611,0.00007025,0.00310555,0.00041527,0.00008482
662.0,0.00890785,0.00008946,0.00388169,0.00048992,0.00008106
663.0,0.00617803,0.00011240,0.00478502,0.00057541,0.00008048
664.0,0.00344820,0.00013935,0.00581739,0.00067386,0.00008308
665.0,0.00071838,0.00017050,0.00697514,0.00078835,0.00008906
666.0,0.00000000,0.00020591,0.00824821,0.00092314,0.00009886
667.0,0.00000000,0.00024556,0.00961945,0.00108399,0.00011327
668.0,0.00000000,0.00028927,0.01106434,0.00127831,0.00013350
669.0,0.00000000,0.00033684,0.01255127,0.00151536,0.00016126
670.0,0.00000000,0.00038800,0.01404235,0.00180625,0.00019886
671.0,0.00000000,0.00044258,0.01549482,0.00216382,0.00024926
672.0,0.00000000,0.00050060,0.01686295,0.00260229,0.00031614
673.0,0.00000000,0.00056245,0.01810047,0.00313664,0.00040390
674.0,0.00000000,0.00062910,0.01916317,0.00378185,0.00051760
675.0,0.00000000,0.00070228,0.02001165,0.00455175,0.00066290
676.0,0.00000000,0.00078476,0.02061392,0.00545777,0.00084582
677.0,0.00000000,0.00088053,0.02094756,0.00650747,0.00107250
678.0,0.00000000,0.00099502,0.02100142,0.00770315,0.00134882
679.0,0.00000000,0.00113525,0.02077646,0.00904039,0.00167999
680.0,0.00000000,0.00130984,0.02028590,0.01050698,0.00206995
681.0,0.00000000,0.00152896,0.01955440,0.01208209,0.00252089
682.0,0.00000000,0.00180406,0.01861658,0.01373612,0.00303268
683.0,0.00000000,0.00214755,0.01751483,0.01543104,0.00360230
684.0,0.00000000,0.00257210,0.01629670,0.01712146,0.00422352
685.0,0.00000000,0.00308995,0.01501200,0.01875649,0.00488663
686.0,0.00000000,0.00371190,0.01370994,0.02028206,0.00557841
687.0,0.00000000,0.00444627,0.01243643,0.02164379,0.00628240
688.0,0.00000000,0.00529773,0.01123178,0.02279020,0.00697936
689.0,0.00000000,0.00626620,0.01012895,0.02367582,0.00764812
690.0,0.00000000,0.00734583,0.00915227,0.02426411,0.00826652
691.0,0.00000000,0.00852429,0.00831696,0.02452995,0.00881263
692.0,0.00000000,0.00978234,0.00762916,0.02446127,0.00926601
693.0,0.00000000,0.01109383,0.00708645,0.02405994,0.00960900
694.0,0.00000000,0.01242631,0.00667894,0.02334158,0.00982778
695.0,0.00000000,0.01374210,0.00639063,0.02233448,0.00991338
696.0,0.00000000,0.01499986,0.00620097,0.02107776,0.00986221
697.0,0.00000000,0.01615664,0.00608658,0.01961868,0.00967633
698.0,0.00000000,0.01717026,0.00602293,0.01800977,0.00936333
699.0,0.00000000,0.01800176,0.00598590,0.01630556,0.00893576
700.0,0.00000000,0.01861784,0.00595320,0.01455964,0.00841035
701.0,0.00000000,0.01899298,0.00590549,0.01282185,0.00780687
702.0,0.00000000,0.01911118,0.00582724,0.01113613,0.00714695
703.0,0.00000000,0.01896699,0.00570723,0.00953896,0.00645274
704.0,0.00153260,0.01856590,0.00553877,0.00805841,0.00574576
705.0,0.00335256,0.01792393,0.00531959,0.00671397,0.00504580
706.0,0.00517252,0.01706652,0.00505148,0.00551683,0.00437012
707.0,0.00699249,0.01602688,0.00473970,0.00447076,0.00373281
708.0,0.00881245,0.01484379,0.00439228,0.00357317,0.00314454
709.0,0.01063241,0.01355922,0.00401920,0.00281650,0.00261251
710.0,0.01245238,0.01221594,0.00363168,0.00218952,0.00214062
711.0,0.01427234,0.01085524,0.00324142,0.00167873,0.00172981
712.0,0.01417650,0.00951502,0.00286014,0.00126947,0.00137860
713.0,0.01144644,0.00822836,0.00249923,0.00094693,0.00108357
714.0,0.00871638,0.00702267,0.00216973,0.00069690,0.00083996
715.0,0.00598631,0.00591946,0.00188258,0.00050632,0.00064215
716.0,0.00363945,0.00493466,0.00164918,0.00036365,0.00048416
717.0,0.00272959,0.00407961,0.00148232,0.00025903,0.00036002
718.0,0.00181973,0.00336251,0.00139738,0.00018440,0.00026402
719.0,0.00090986,0.00279042,0.00141389,0.00013344,0.00019096
720.0,0.00000000,0.00237163,0.00155729,0.00010158,0.00013621
721.0,0.00000000,0.00211847,0.00186096,0.00008596,0.00009582
722.0,0.00000000,0.00205045,0.00236823,0.00008543,0.00006648
723.0,0.00000000,0.00219781,0.00313444,0.00010065,0.00004549
724.0,0.00000000,0.00260527,0.00422867,0.00013426,0.00003070
